material_type,weight_g,moisture_pct,size_cm,is_contaminated,recyclable,recommended_bin
e-waste,71.57,95.06,21.14,0,0,hazardous
organic,180.2,72.97,5.59,1,0,organic
metal,127.31,5.2,10.13,0,1,recyclable
organic,212.72,88.42,9.18,0,0,organic
metal,264.85,86.27,13.85,0,1,recyclable
e-waste,91.79,44.33,13.55,0,0,hazardous
glass,94.26,58.59,9.08,0,1,recyclable
organic,105.23,97.61,8.69,0,0,organic
metal,155.74,53.23,7.01,0,1,recyclable
glass,199.56,90.53,1.0,0,1,recyclable
paper,80.83,8.3,5.51,0,1,recyclable
metal,142.87,19.11,16.33,0,1,recyclable
e-waste,111.84,44.08,19.32,1,0,hazardous
paper,157.09,58.48,18.74,1,1,recyclable
paper,210.57,81.62,16.55,0,1,recyclable
plastic,105.58,98.83,6.94,0,1,recyclable
organic,19.81,38.89,6.09,0,0,organic
metal,164.63,4.74,2.94,0,1,recyclable
paper,70.04,80.12,9.08,1,1,recyclable
plastic,111.41,60.44,12.44,0,1,recyclable
e-waste,167.22,19.85,6.96,0,0,hazardous
glass,137.84,49.48,14.16,0,1,recyclable
metal,113.9,74.23,15.26,0,1,recyclable
paper,85.45,77.04,9.63,0,1,recyclable
organic,5.0,49.96,5.3,0,0,organic
plastic,161.9,30.52,18.9,0,1,recyclable
paper,104.82,97.37,12.18,1,1,recyclable
organic,210.8,66.34,21.71,0,0,organic
paper,143.88,40.82,12.46,0,1,recyclable
metal,87.53,28.05,12.81,0,1,recyclable
metal,184.01,73.11,7.18,0,1,recyclable
metal,189.07,24.22,9.88,0,1,recyclable
e-waste,106.86,17.17,4.21,0,0,hazardous
e-waste,191.62,52.98,5.28,0,0,hazardous
plastic,86.68,29.0,15.71,0,1,recyclable
metal,129.58,62.89,10.59,0,1,recyclable
organic,154.28,11.79,9.89,0,0,organic
paper,167.09,65.49,8.3,0,1,recyclable
glass,157.29,28.33,10.07,1,1,recyclable
organic,100.04,0.02,17.67,0,0,organic
e-waste,185.62,12.69,12.72,0,0,hazardous
e-waste,112.53,93.36,6.1,0,0,hazardous
organic,85.86,86.74,17.15,0,0,organic
e-waste,86.74,23.36,20.63,0,0,hazardous
metal,236.4,77.84,14.47,0,1,recyclable
plastic,75.48,60.86,16.46,1,1,recyclable
paper,197.5,97.09,18.1,1,1,recyclable
plastic,51.87,37.36,3.72,0,1,recyclable
paper,149.27,68.15,21.32,0,1,recyclable
paper,137.83,6.35,17.49,0,1,recyclable
plastic,217.27,39.62,14.44,0,1,recyclable
organic,80.74,96.38,11.37,0,0,organic
paper,64.16,53.9,5.31,0,1,recyclable
plastic,113.01,28.79,10.34,0,1,recyclable
paper,219.89,12.03,14.24,0,1,recyclable
glass,66.95,70.35,6.48,0,1,recyclable
organic,5.0,64.49,11.65,0,0,organic
metal,123.59,37.39,6.08,0,1,recyclable
paper,176.97,95.09,10.08,0,1,recyclable
glass,59.17,2.22,5.24,0,1,recyclable
metal,170.88,30.37,4.71,0,1,recyclable
metal,57.85,92.11,13.7,0,1,recyclable
paper,111.21,32.09,9.1,0,1,recyclable
plastic,165.16,25.23,9.57,0,1,recyclable
paper,48.75,53.42,8.83,0,1,recyclable
glass,130.89,82.38,25.62,0,1,recyclable
metal,192.9,10.31,15.04,0,1,recyclable
paper,148.44,94.3,15.57,0,1,recyclable
plastic,76.76,79.51,8.12,1,1,recyclable
paper,211.12,18.13,14.52,0,1,recyclable
organic,159.5,71.2,10.86,1,0,organic
plastic,8.37,38.5,8.08,1,1,recyclable
glass,171.85,40.23,21.65,0,1,recyclable
metal,85.72,78.33,14.86,0,1,recyclable
paper,131.79,96.28,14.61,0,1,recyclable
plastic,180.48,12.67,7.14,0,1,recyclable
organic,87.02,42.06,5.65,0,0,organic
plastic,21.26,48.09,11.71,1,1,recyclable
e-waste,210.33,37.63,9.13,0,0,hazardous
organic,189.88,36.32,15.06,0,0,organic
glass,114.76,5.23,15.4,0,1,recyclable
metal,171.21,68.55,12.33,1,1,recyclable
glass,97.84,43.62,16.14,0,1,recyclable
paper,125.82,19.48,12.97,0,1,recyclable
plastic,111.34,81.6,7.64,0,1,recyclable
e-waste,100.26,80.26,11.01,0,0,hazardous
organic,141.56,48.64,12.68,0,0,organic
organic,47.51,29.85,16.64,1,0,organic
plastic,104.91,63.81,13.12,0,1,recyclable
e-waste,138.87,28.82,9.14,1,0,hazardous
plastic,230.29,23.6,16.83,0,1,recyclable
paper,49.95,73.05,13.9,1,1,recyclable
glass,151.23,4.03,19.73,0,1,recyclable
organic,157.81,9.48,12.44,0,0,organic
paper,7.4,0.68,6.81,1,1,recyclable
glass,144.63,15.29,17.88,0,1,recyclable
paper,172.82,6.9,9.12,0,1,recyclable
e-waste,155.32,99.58,13.48,0,0,hazardous
organic,114.96,28.88,12.93,0,0,organic
plastic,139.99,14.93,12.23,0,1,recyclable
plastic,130.19,24.1,11.15,0,1,recyclable
glass,18.63,93.61,3.74,0,1,recyclable
metal,131.6,52.02,6.99,0,1,recyclable
e-waste,97.98,36.48,17.61,0,0,hazardous
glass,77.71,87.34,14.14,0,1,recyclable
metal,269.1,39.5,21.55,0,1,recyclable
paper,195.16,33.5,6.81,1,1,recyclable
e-waste,50.99,20.73,11.85,0,0,hazardous
paper,140.8,37.78,17.82,0,1,recyclable
organic,207.48,31.67,9.17,1,0,organic
e-waste,30.23,67.73,9.57,0,0,hazardous
metal,124.62,28.96,10.53,0,1,recyclable
organic,127.44,57.72,9.77,0,0,organic
plastic,43.53,6.59,14.66,0,1,recyclable
metal,142.77,19.13,3.1,0,1,recyclable
glass,186.97,40.74,20.21,0,1,recyclable
plastic,210.48,93.69,7.2,0,1,recyclable
plastic,105.04,37.73,1.41,0,1,recyclable
glass,270.1,66.41,11.95,0,1,recyclable
e-waste,5.0,25.51,10.11,0,0,hazardous
plastic,141.37,12.7,11.11,0,1,recyclable
metal,35.26,5.85,13.56,0,1,recyclable
organic,125.41,30.54,15.22,0,0,organic
plastic,88.69,15.77,20.43,0,1,recyclable
metal,150.41,17.4,8.55,0,1,recyclable
paper,112.39,76.08,15.87,1,1,recyclable
metal,70.44,1.58,15.54,1,1,recyclable
organic,74.38,55.78,1.0,0,0,organic
metal,235.95,37.95,7.83,0,1,recyclable
glass,146.61,50.65,5.57,0,1,recyclable
organic,17.87,56.28,14.24,1,0,organic
e-waste,153.05,31.34,13.69,0,0,hazardous
paper,108.32,29.51,13.79,0,1,recyclable
glass,120.28,73.34,10.47,0,1,recyclable
e-waste,169.19,87.13,10.98,0,0,hazardous
metal,190.99,19.26,11.86,0,1,recyclable
organic,68.47,9.76,9.99,0,0,organic
paper,118.22,89.78,15.89,0,1,recyclable
glass,87.23,34.99,6.65,0,1,recyclable
e-waste,155.81,55.13,8.09,0,0,hazardous
e-waste,106.06,35.95,12.61,0,0,hazardous
paper,121.76,12.58,10.16,0,1,recyclable
metal,103.78,58.93,6.46,1,1,recyclable
paper,113.63,52.51,14.66,0,1,recyclable
e-waste,222.28,20.3,9.14,0,0,hazardous
plastic,263.45,45.19,7.78,0,1,recyclable
glass,142.63,79.69,11.13,0,1,recyclable
paper,114.0,59.04,7.53,0,1,recyclable
e-waste,24.26,9.69,11.83,0,0,hazardous
metal,74.37,54.8,10.2,0,1,recyclable
e-waste,112.4,70.27,9.44,0,0,hazardous
metal,77.1,79.27,9.47,0,1,recyclable
paper,83.41,62.91,16.98,0,1,recyclable
metal,214.52,15.27,13.85,0,1,recyclable
organic,121.73,71.02,3.45,0,0,organic
organic,127.09,67.73,16.41,0,0,organic
organic,79.55,2.44,14.58,0,0,organic
plastic,190.65,41.17,14.29,0,1,recyclable
paper,107.25,33.3,16.44,0,1,recyclable
e-waste,88.75,66.94,12.08,0,0,hazardous
e-waste,25.15,21.61,15.1,1,0,hazardous
plastic,116.33,59.09,9.68,1,1,recyclable
metal,86.88,91.32,16.24,0,1,recyclable
plastic,221.07,79.78,13.09,0,1,recyclable
metal,230.63,92.15,5.12,0,1,recyclable
metal,45.88,97.85,17.18,0,1,recyclable
glass,52.67,1.07,11.36,0,1,recyclable
e-waste,103.42,62.27,10.66,0,0,hazardous
organic,71.04,41.28,9.79,1,0,organic
metal,133.04,85.99,10.15,0,1,recyclable
glass,100.4,25.18,13.15,0,1,recyclable
e-waste,136.83,98.1,7.06,1,0,hazardous
organic,180.97,61.37,4.16,0,0,organic
metal,56.15,79.35,6.68,1,1,recyclable
metal,179.71,8.56,13.91,0,1,recyclable
plastic,76.28,18.35,11.19,0,1,recyclable
plastic,248.91,75.84,17.57,0,1,recyclable
e-waste,217.26,2.2,11.68,0,0,hazardous
organic,113.22,81.69,16.21,0,0,organic
metal,62.18,1.39,8.54,0,1,recyclable
e-waste,50.71,65.71,9.82,0,0,hazardous
e-waste,172.42,36.51,12.05,0,0,hazardous
paper,118.18,61.15,11.27,0,1,recyclable
plastic,175.61,69.6,10.8,0,1,recyclable
organic,252.25,34.25,7.64,1,0,organic
metal,73.78,10.8,4.07,0,1,recyclable
e-waste,46.19,6.96,15.16,0,0,hazardous
metal,131.55,58.89,14.6,1,1,recyclable
paper,188.69,52.07,8.93,1,1,recyclable
organic,63.57,74.22,13.89,0,0,organic
e-waste,122.08,50.97,11.17,0,0,hazardous
metal,202.2,42.24,17.53,0,1,recyclable
plastic,22.03,39.81,5.44,0,1,recyclable
paper,134.12,2.64,11.37,0,1,recyclable
organic,87.59,33.56,10.97,0,0,organic
paper,127.45,97.6,12.81,1,1,recyclable
plastic,162.59,87.36,19.69,0,1,recyclable
organic,133.25,32.94,11.38,1,0,organic
paper,59.39,58.78,15.72,0,1,recyclable
glass,89.93,84.73,11.26,0,1,recyclable
plastic,205.6,44.13,17.35,0,1,recyclable
plastic,139.74,1.8,15.76,1,1,recyclable
plastic,170.42,7.45,10.33,0,1,recyclable
glass,135.02,51.04,9.97,0,1,recyclable
glass,168.55,96.94,14.43,1,1,recyclable
metal,96.23,69.32,8.72,0,1,recyclable
e-waste,73.95,7.09,12.95,0,0,hazardous
paper,165.82,18.94,10.22,1,1,recyclable
metal,187.64,77.13,13.84,1,1,recyclable
paper,65.14,84.14,11.19,0,1,recyclable
e-waste,85.44,61.77,8.54,0,0,hazardous
glass,110.21,64.44,17.53,0,1,recyclable
e-waste,217.19,2.83,13.2,0,0,hazardous
glass,153.79,82.85,11.73,0,1,recyclable
e-waste,40.55,78.83,14.1,0,0,hazardous
metal,114.42,25.9,3.64,0,1,recyclable
organic,105.25,70.87,22.45,0,0,organic
metal,49.6,21.49,12.12,0,1,recyclable
paper,113.71,4.03,2.18,0,1,recyclable
metal,102.6,20.11,17.99,0,1,recyclable
plastic,98.3,17.86,8.24,0,1,recyclable
paper,95.56,33.77,17.22,0,1,recyclable
e-waste,208.28,41.84,12.61,0,0,hazardous
paper,98.18,50.85,4.15,0,1,recyclable
organic,122.98,47.68,13.31,0,0,organic
glass,116.47,27.07,12.94,0,1,recyclable
e-waste,89.7,2.92,17.76,0,0,hazardous
paper,124.77,60.51,14.61,0,1,recyclable
e-waste,123.92,39.57,5.8,0,0,hazardous
e-waste,124.79,29.87,17.01,0,0,hazardous
e-waste,68.45,86.69,9.93,1,0,hazardous
glass,107.63,74.67,20.6,0,1,recyclable
metal,165.62,85.78,10.23,0,1,recyclable
e-waste,109.21,49.5,10.94,0,0,hazardous
plastic,129.71,13.09,7.89,0,1,recyclable
organic,130.02,69.62,9.51,0,0,organic
glass,145.04,20.61,8.19,0,1,recyclable
paper,153.52,44.12,17.88,0,1,recyclable
glass,109.55,6.5,5.34,0,1,recyclable
paper,65.32,82.53,16.02,0,1,recyclable
glass,46.88,12.59,16.14,0,1,recyclable
paper,181.06,90.31,18.89,0,1,recyclable
e-waste,166.22,86.42,12.22,0,0,hazardous
metal,158.96,46.46,6.87,0,1,recyclable
paper,168.67,74.44,11.14,0,1,recyclable
paper,110.31,61.94,14.97,0,1,recyclable
plastic,82.51,80.31,12.42,1,1,recyclable
paper,61.18,43.18,13.83,0,1,recyclable
plastic,54.64,78.58,18.83,0,1,recyclable
organic,192.73,46.25,14.91,0,0,organic
e-waste,90.41,94.1,12.99,0,0,hazardous
plastic,183.29,48.64,2.78,0,1,recyclable
metal,108.79,46.26,8.08,1,1,recyclable
e-waste,79.43,78.51,9.98,1,0,hazardous
plastic,54.34,82.16,2.11,0,1,recyclable
e-waste,84.71,55.45,6.45,0,0,hazardous
e-waste,205.09,17.98,10.66,0,0,hazardous
e-waste,54.95,46.78,11.47,0,0,hazardous
organic,247.0,96.81,14.53,0,0,organic
metal,69.56,75.3,10.97,0,1,recyclable
glass,165.0,81.12,13.24,0,1,recyclable
glass,111.28,3.28,9.91,0,1,recyclable
plastic,100.77,46.79,12.21,0,1,recyclable
e-waste,43.71,64.66,14.25,0,0,hazardous
plastic,114.1,83.0,19.36,0,1,recyclable
organic,50.5,4.93,9.43,0,0,organic
organic,19.11,85.24,12.72,1,0,organic
paper,127.18,54.84,16.35,0,1,recyclable
organic,81.87,19.73,4.8,1,0,organic
paper,221.06,31.73,21.99,0,1,recyclable
metal,180.0,28.19,17.9,0,1,recyclable
plastic,221.85,53.09,3.44,0,1,recyclable
metal,79.15,5.17,13.86,1,1,recyclable
organic,128.17,15.85,9.18,0,0,organic
metal,5.0,81.27,10.01,0,1,recyclable
metal,103.09,13.26,13.75,0,1,recyclable
metal,125.91,23.34,17.25,1,1,recyclable
organic,129.24,45.34,9.67,1,0,organic
e-waste,117.46,51.71,9.74,1,0,hazardous
metal,124.0,76.36,13.86,1,1,recyclable
paper,5.0,44.73,14.86,0,1,recyclable
organic,135.37,78.99,6.96,0,0,organic
metal,149.01,61.83,20.62,0,1,recyclable
e-waste,200.28,11.31,8.78,0,0,hazardous
organic,142.12,15.63,16.82,1,0,organic
glass,112.16,43.7,14.26,1,1,recyclable
e-waste,186.3,39.69,15.03,0,0,hazardous
paper,5.0,74.35,8.88,0,1,recyclable
metal,89.1,58.07,3.38,1,1,recyclable
glass,74.05,38.81,11.89,0,1,recyclable
glass,117.93,17.08,11.91,0,1,recyclable
organic,5.0,22.68,7.21,0,0,organic
glass,199.18,57.55,16.59,0,1,recyclable
paper,105.01,42.34,11.74,0,1,recyclable
paper,139.13,51.49,7.95,0,1,recyclable
plastic,133.39,17.07,14.93,0,1,recyclable
paper,195.75,66.29,15.06,1,1,recyclable
e-waste,8.28,85.25,8.42,0,0,hazardous
glass,126.74,25.79,18.17,0,1,recyclable
paper,188.77,49.15,23.22,1,1,recyclable
organic,114.12,97.55,6.55,0,0,organic
plastic,62.92,33.32,11.08,0,1,recyclable
glass,83.77,59.5,13.69,1,1,recyclable
plastic,96.42,9.02,23.4,0,1,recyclable
glass,76.74,60.6,8.33,0,1,recyclable
organic,110.83,8.96,7.3,0,0,organic
plastic,210.49,95.92,7.27,0,1,recyclable
metal,84.16,71.57,18.11,0,1,recyclable
e-waste,90.74,78.82,8.46,0,0,hazardous
e-waste,147.59,70.41,7.75,0,0,hazardous
glass,109.51,58.97,13.15,0,1,recyclable
metal,40.25,44.99,13.54,1,1,recyclable
plastic,116.33,85.84,17.36,0,1,recyclable
metal,114.07,95.68,12.46,0,1,recyclable
metal,178.54,49.9,13.24,1,1,recyclable
plastic,61.67,93.15,11.47,0,1,recyclable
organic,178.94,58.33,5.48,0,0,organic
metal,114.13,53.84,11.0,1,1,recyclable
metal,53.52,45.45,12.31,0,1,recyclable
organic,41.47,20.93,9.78,0,0,organic
metal,236.06,0.37,4.18,0,1,recyclable
metal,110.41,24.15,6.33,0,1,recyclable
metal,176.19,50.97,11.8,0,1,recyclable
e-waste,17.51,38.0,16.66,0,0,hazardous
paper,278.26,44.85,20.41,0,1,recyclable
organic,173.59,98.06,11.08,0,0,organic
metal,104.67,35.03,8.42,0,1,recyclable
e-waste,101.63,45.22,10.14,0,0,hazardous
organic,164.08,13.35,6.77,0,0,organic
glass,160.63,4.8,15.94,0,1,recyclable
glass,130.95,77.54,22.69,0,1,recyclable
metal,120.65,57.07,8.54,0,1,recyclable
e-waste,153.66,76.07,6.04,0,0,hazardous
e-waste,15.5,14.99,17.03,0,0,hazardous
organic,97.72,57.18,13.59,0,0,organic
organic,21.19,25.36,13.67,1,0,organic
e-waste,156.28,22.81,19.94,1,0,hazardous
organic,79.45,1.15,5.17,1,0,organic
e-waste,25.71,13.03,5.03,1,0,hazardous
paper,72.37,30.93,11.19,0,1,recyclable
e-waste,128.96,11.69,12.32,0,0,hazardous
glass,107.69,98.59,10.23,0,1,recyclable
organic,49.61,30.86,24.3,0,0,organic
e-waste,17.71,13.03,10.45,1,0,hazardous
e-waste,124.44,19.91,9.25,0,0,hazardous
organic,85.15,58.77,12.62,1,0,organic
paper,104.52,6.4,16.85,0,1,recyclable
paper,110.42,86.24,8.37,1,1,recyclable
organic,145.8,96.15,11.27,0,0,organic
plastic,170.82,24.67,17.0,0,1,recyclable
organic,128.79,45.01,17.27,0,0,organic
organic,100.77,2.21,13.09,0,0,organic
paper,121.49,64.07,24.09,1,1,recyclable
paper,99.65,41.39,21.9,0,1,recyclable
organic,21.45,27.01,4.97,0,0,organic
organic,185.52,20.68,3.54,0,0,organic
organic,174.21,65.4,15.98,1,0,organic
paper,239.3,41.62,18.83,0,1,recyclable
organic,256.83,17.97,10.88,0,0,organic
organic,49.44,68.91,9.49,0,0,organic
metal,99.88,56.51,7.9,0,1,recyclable
plastic,270.69,85.87,6.16,0,1,recyclable
glass,117.57,11.75,17.68,0,1,recyclable
plastic,134.65,78.57,10.09,1,1,recyclable
metal,28.73,67.35,13.51,1,1,recyclable
glass,129.02,11.5,2.87,0,1,recyclable
organic,235.92,69.48,17.01,1,0,organic
metal,197.2,44.15,14.94,0,1,recyclable
organic,83.4,94.5,5.28,0,0,organic
paper,96.22,14.16,13.3,0,1,recyclable
e-waste,52.15,64.28,12.02,0,0,hazardous
metal,68.93,38.2,9.75,1,1,recyclable
paper,5.39,95.68,1.0,0,1,recyclable
metal,114.91,33.0,8.7,0,1,recyclable
metal,210.61,96.22,13.51,0,1,recyclable
paper,141.33,90.15,9.26,0,1,recyclable
glass,201.97,27.04,10.89,0,1,recyclable
plastic,184.39,80.35,19.48,0,1,recyclable
organic,87.19,99.56,11.61,0,0,organic
metal,74.43,25.27,1.52,1,1,recyclable
organic,76.73,43.68,11.08,0,0,organic
e-waste,16.98,52.02,12.5,0,0,hazardous
paper,121.94,29.49,7.87,0,1,recyclable
organic,5.0,1.53,15.67,0,0,organic
paper,155.48,22.01,4.69,1,1,recyclable
organic,124.31,28.19,11.31,0,0,organic
plastic,148.29,44.36,4.63,0,1,recyclable
plastic,183.42,17.11,10.52,1,1,recyclable
plastic,131.93,87.33,15.54,0,1,recyclable
plastic,217.89,70.49,11.19,0,1,recyclable
plastic,157.32,8.52,10.9,0,1,recyclable
plastic,74.57,65.01,12.14,1,1,recyclable
paper,105.74,65.37,12.39,0,1,recyclable
metal,5.0,95.62,15.47,0,1,recyclable
organic,65.87,0.3,15.5,0,0,organic
plastic,97.14,24.79,19.11,0,1,recyclable
paper,152.78,92.78,12.84,0,1,recyclable
paper,74.98,93.21,3.7,0,1,recyclable
paper,45.22,72.06,16.29,0,1,recyclable
metal,6.75,76.58,18.75,0,1,recyclable
organic,84.21,9.15,24.31,0,0,organic
metal,237.05,51.39,19.26,1,1,recyclable
glass,136.27,23.16,9.55,0,1,recyclable
paper,176.37,18.12,12.94,0,1,recyclable
glass,66.0,81.03,10.65,0,1,recyclable
e-waste,25.59,13.5,9.97,0,0,hazardous
plastic,46.74,46.87,11.43,0,1,recyclable
plastic,114.17,93.86,18.43,0,1,recyclable
metal,5.0,18.58,4.05,0,1,recyclable
organic,59.6,97.8,6.99,1,0,organic
glass,84.82,99.43,18.1,0,1,recyclable
organic,40.74,55.56,19.27,0,0,organic
metal,5.0,17.01,8.7,0,1,recyclable
plastic,137.38,31.61,20.25,1,1,recyclable
organic,122.75,42.45,16.88,0,0,organic
organic,166.74,30.93,10.66,0,0,organic
plastic,53.37,28.06,1.0,1,1,recyclable
glass,165.6,97.22,3.66,0,1,recyclable
plastic,211.76,15.34,8.71,0,1,recyclable
organic,135.73,73.33,15.8,0,0,organic
glass,83.4,0.04,15.82,1,1,recyclable
glass,128.7,59.62,9.67,0,1,recyclable
plastic,80.53,91.59,10.84,1,1,recyclable
organic,70.54,28.79,11.84,0,0,organic
metal,161.0,18.55,10.91,0,1,recyclable
organic,111.66,65.17,12.82,0,0,organic
paper,192.31,71.26,11.85,0,1,recyclable
e-waste,93.45,68.8,3.63,0,0,hazardous
metal,99.53,31.93,10.96,0,1,recyclable
glass,86.01,25.22,11.89,0,1,recyclable
metal,52.79,95.59,16.95,0,1,recyclable
glass,168.87,92.33,7.84,0,1,recyclable
glass,251.14,45.73,13.02,1,1,recyclable
metal,97.07,84.62,14.81,0,1,recyclable
glass,79.17,45.23,11.26,1,1,recyclable
glass,75.28,42.44,3.23,0,1,recyclable
paper,79.22,15.68,17.05,1,1,recyclable
organic,218.99,42.64,15.74,0,0,organic
organic,76.89,53.74,13.14,0,0,organic
e-waste,84.88,2.25,12.2,1,0,hazardous
e-waste,45.58,44.41,3.09,1,0,hazardous
paper,137.62,78.14,15.87,0,1,recyclable
e-waste,115.97,68.0,19.43,0,0,hazardous
metal,51.77,63.52,6.43,0,1,recyclable
plastic,66.43,90.96,18.73,0,1,recyclable
plastic,211.98,1.8,17.66,1,1,recyclable
plastic,121.96,55.7,6.28,0,1,recyclable
paper,126.1,78.73,10.03,1,1,recyclable
paper,126.34,54.13,5.02,0,1,recyclable
glass,203.68,32.39,11.67,1,1,recyclable
plastic,57.29,13.63,14.24,1,1,recyclable
metal,96.22,88.76,5.4,0,1,recyclable
e-waste,109.86,47.08,13.93,0,0,hazardous
metal,16.73,87.81,15.2,1,1,recyclable
e-waste,65.03,58.59,15.27,0,0,hazardous
plastic,182.8,67.42,14.27,0,1,recyclable
plastic,165.61,80.43,5.86,0,1,recyclable
plastic,176.22,65.92,11.39,0,1,recyclable
paper,84.65,39.81,13.76,1,1,recyclable
e-waste,92.06,51.36,19.31,0,0,hazardous
paper,12.72,80.3,12.01,1,1,recyclable
paper,175.92,37.37,14.13,0,1,recyclable
organic,185.8,38.81,7.34,0,0,organic
metal,185.04,9.57,6.23,0,1,recyclable
metal,216.25,91.46,5.58,0,1,recyclable
glass,145.33,9.1,9.9,0,1,recyclable
paper,213.41,64.82,22.31,0,1,recyclable
e-waste,107.97,41.32,9.99,0,0,hazardous
organic,13.98,40.56,13.82,1,0,organic
organic,171.64,67.96,14.79,0,0,organic
metal,11.77,6.71,6.54,0,1,recyclable
paper,130.21,59.37,9.82,0,1,recyclable
glass,177.32,77.2,15.12,0,1,recyclable
paper,139.46,82.82,14.14,0,1,recyclable
plastic,256.69,17.05,2.03,0,1,recyclable
paper,5.0,89.74,14.97,0,1,recyclable
plastic,115.03,65.61,9.25,0,1,recyclable
plastic,121.05,88.19,9.38,0,1,recyclable
glass,39.35,48.53,14.02,0,1,recyclable
e-waste,50.78,54.2,19.61,0,0,hazardous
metal,69.29,91.9,11.0,1,1,recyclable
paper,54.02,89.99,17.9,0,1,recyclable
plastic,113.52,44.82,4.8,0,1,recyclable
paper,83.82,27.44,12.65,0,1,recyclable
e-waste,139.07,39.32,9.29,1,0,hazardous
metal,158.97,38.78,13.41,0,1,recyclable
e-waste,154.91,28.69,10.52,0,0,hazardous
metal,95.39,26.86,5.29,1,1,recyclable
organic,137.07,86.11,7.56,0,0,organic
metal,182.11,6.99,3.78,0,1,recyclable
glass,146.73,67.76,5.47,0,1,recyclable
e-waste,231.54,17.28,14.4,0,0,hazardous
plastic,178.93,34.45,10.74,0,1,recyclable
organic,223.1,6.15,13.15,0,0,organic
glass,5.0,27.0,21.08,0,1,recyclable
paper,125.8,76.84,10.52,0,1,recyclable
e-waste,100.56,88.5,15.17,1,0,hazardous
plastic,112.5,22.15,12.14,0,1,recyclable
metal,71.7,46.35,25.81,0,1,recyclable
plastic,143.77,47.03,1.0,0,1,recyclable
paper,11.5,87.36,8.41,0,1,recyclable
organic,144.21,76.28,15.27,0,0,organic
organic,73.7,51.31,8.24,0,0,organic
e-waste,89.98,67.07,14.83,0,0,hazardous
organic,146.31,84.74,11.7,0,0,organic
e-waste,124.73,0.95,16.32,0,0,hazardous
e-waste,183.24,40.29,6.34,0,0,hazardous
e-waste,61.83,90.72,12.86,0,0,hazardous
metal,115.16,74.03,14.33,1,1,recyclable
glass,173.33,54.28,12.66,0,1,recyclable
e-waste,141.67,52.96,12.75,0,0,hazardous
e-waste,145.54,34.78,18.01,0,0,hazardous
glass,186.48,52.05,3.6,1,1,recyclable
plastic,95.63,65.54,12.62,0,1,recyclable
e-waste,82.99,41.84,5.95,0,0,hazardous
metal,154.55,71.42,15.79,0,1,recyclable
organic,111.03,86.12,7.81,0,0,organic
organic,187.33,15.47,1.0,1,0,organic
paper,142.19,45.15,15.91,0,1,recyclable
paper,82.6,40.8,10.66,0,1,recyclable
organic,140.3,68.75,13.78,1,0,organic
organic,65.84,24.99,19.14,0,0,organic
metal,176.82,64.03,13.86,1,1,recyclable
glass,36.17,87.75,12.85,0,1,recyclable
paper,193.32,41.81,11.76,0,1,recyclable
glass,139.25,91.1,6.26,1,1,recyclable
metal,110.13,99.32,10.92,0,1,recyclable
organic,165.8,10.61,21.87,0,0,organic
e-waste,150.68,23.31,10.12,0,0,hazardous
glass,199.82,95.04,11.22,0,1,recyclable
organic,199.26,95.83,18.29,0,0,organic
organic,141.14,9.77,4.29,0,0,organic
plastic,67.69,1.5,15.1,0,1,recyclable
glass,87.51,16.11,4.06,0,1,recyclable
e-waste,115.7,99.6,14.0,1,0,hazardous
glass,184.9,18.0,11.89,0,1,recyclable
organic,92.62,50.25,15.06,0,0,organic
e-waste,97.62,84.84,6.94,0,0,hazardous
metal,230.9,2.04,9.32,0,1,recyclable
plastic,113.74,60.45,15.32,0,1,recyclable
organic,81.92,27.7,9.45,0,0,organic
paper,166.6,86.23,15.78,1,1,recyclable
paper,116.63,28.35,13.05,1,1,recyclable
plastic,36.62,68.68,9.77,0,1,recyclable
metal,182.45,67.42,10.42,0,1,recyclable
organic,75.18,22.15,12.02,0,0,organic
glass,122.62,3.48,10.9,0,1,recyclable
plastic,115.91,40.92,15.65,0,1,recyclable
metal,133.81,28.92,10.14,0,1,recyclable
glass,5.0,80.9,9.13,0,1,recyclable
paper,99.89,80.04,16.55,0,1,recyclable
paper,187.49,45.7,9.89,1,1,recyclable
glass,195.93,60.65,9.3,0,1,recyclable
plastic,60.52,60.43,1.0,0,1,recyclable
paper,175.24,82.72,6.8,0,1,recyclable
organic,74.31,42.5,7.81,1,0,organic
e-waste,97.53,27.54,9.3,1,0,hazardous
glass,100.68,26.5,8.39,0,1,recyclable
glass,126.53,53.62,16.92,0,1,recyclable
paper,180.08,44.91,8.12,1,1,recyclable
plastic,135.88,44.01,8.5,0,1,recyclable
organic,112.43,9.11,12.78,1,0,organic
plastic,178.04,71.86,6.49,0,1,recyclable
metal,71.84,21.37,19.82,0,1,recyclable
metal,115.37,19.7,16.01,0,1,recyclable
e-waste,179.75,41.28,6.16,0,0,hazardous
paper,151.76,22.78,17.07,0,1,recyclable
paper,92.02,58.39,18.11,0,1,recyclable
paper,29.22,37.15,6.29,1,1,recyclable
e-waste,138.65,44.89,6.17,0,0,hazardous
metal,25.28,53.72,8.95,0,1,recyclable
plastic,107.25,20.35,4.92,0,1,recyclable
e-waste,190.74,15.58,8.1,0,0,hazardous
e-waste,155.81,88.04,10.0,0,0,hazardous
plastic,5.0,43.37,14.52,0,1,recyclable
paper,132.03,41.21,12.41,0,1,recyclable
organic,100.85,3.56,11.26,0,0,organic
plastic,43.58,49.8,9.58,1,1,recyclable
